Пункты назначения — FSP Core
"То, до чего оператор везёт: склады, сортировочные и распределительные центры, транзитные хабы и точки сдачи заказов маркетплейсов. Код неизменяем после публикации (CAT-012). Собирается скриптом из официальных справочников маркетплейсов, руками не правится. Страна в коде ISO 3166-1 alpha-2. Пункты выдачи покупателю в реестр не входят: их десятки тысяч, ссылка на них идёт внешним идентификатором."
Код,Название,Тип,Маркетплейс,Страна,Город,Регион,Внешний ID,Статус
ozon_1020002011879000,СЦ_КАЗАНЬ_ХАБ_ЗЕЛЕНОДОЛЬСК_Возвраты,sorting_center,ozon,RU,,Казань,1020002011879000,active
ozon_1020005021450830,СЦ_КАЛИНИНГРАД_МРФЦ_ООП,sorting_center,ozon,RU,,Калининград,1020005021450830,active
ozon_1020001995936000,СЦ_КАЛИНИНГРАД_ХАБ_КАМСКАЯ_Возвраты,sorting_center,ozon,RU,,Калининград,1020001995936000,active
ozon_1020001370635000,СЦ_КАЛИНИНГРАД_ХАБ_ПЕЧАТНАЯ_Возвраты,sorting_center,ozon,RU,,Калининград,1020001370635000,active
ozon_1020005013471410,СЦ_КЕМЕРОВО_ПРОМЫШЛЕННАЯ_ВОЗВРАТЫ,sorting_center,ozon,RU,,Новосибирск,1020005013471410,active
ozon_1020005015306790,СЦ_КЕМЕРОВО_РФЦ_ООП,sorting_center,ozon,RU,,Новосибирск,1020005015306790,active
ozon_1020005016899590,СЦ_КОЛПИНО_РФЦ_ООП,sorting_center,ozon,RU,,Санкт-Петербург и СЗО,1020005016899590,active
ozon_1020005010128480,СЦ_КОСТРОМА_Возвраты,sorting_center,ozon,RU,,Ярославль,1020005010128480,active
ozon_22259183721000,СЦ_КОСТРОМА_ИНДУСТРИАЛЬНАЯ,sorting_center,ozon,RU,,Ярославль,22259183721000,active
ozon_1020005014715960,СЦ_КРАСНОДАР_2_РФЦ_ООП,sorting_center,ozon,RU,,Краснодар,1020005014715960,active
ozon_1020005015310470,СЦ_КРАСНОЯРСК_МРФЦ_ООП,sorting_center,ozon,RU,,Красноярск,1020005015310470,active
ozon_20547966669000,СЦ_КРАСНОЯРСК_СЕВЕРНОЕ,sorting_center,ozon,RU,,Красноярск,20547966669000,active
ozon_1020005015311280,СЦ_КРАСНОЯРСК_СТАРЦЕВО_РФЦ_ООП,sorting_center,ozon,RU,,Красноярск,1020005015311280,active
ozon_21704470486000,СЦ_Казань_Столбище,sorting_center,ozon,RU,,Казань,21704470486000,active
ozon_1020001345510000,СЦ_Коми_Каширское_3PL_Возвраты,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020001345510000,active
ozon_1020001419077000,СЦ_Лиговский_Кроссдок,sorting_center,ozon,RU,,Санкт-Петербург и СЗО,1020001419077000,active
ozon_1020005014730690,СЦ_М4_ПРОМЫШЛЕННАЯ_Возвраты,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020005014730690,active
ozon_1020005014719810,СЦ_МАХАЧКАЛА_РФЦ_ООП,sorting_center,ozon,RU,,Махачкала,1020005014719810,active
ozon_19631366899000,СЦ_МО_ВИДНОЕ,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",19631366899000,active
ozon_22389405258000,СЦ_МО_ВОРОВСКОГО,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",22389405258000,active
ozon_22284661912000,СЦ_МО_КЛИН,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",22284661912000,active
ozon_22243578862000,СЦ_МО_НИЖНЕЕ_ВЕЛИНО_1,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",22243578862000,active
ozon_22472131689000,СЦ_МО_ОГУДНЕВО,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",22472131689000,active
ozon_9042178932000,СЦ_МСК_ВАРШАВСКИЙ,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",9042178932000,active
ozon_1020003227750000,СЦ_Махачкала_Заводская_Возвраты,sorting_center,ozon,RU,,Махачкала,1020003227750000,active
ozon_1020002162623000,СЦ_Махачкала_Хаб_Северная_Возвраты,sorting_center,ozon,RU,,Махачкала,1020002162623000,active
ozon_1020000918852000,СЦ_Московское_Блок_1_Возвраты,sorting_center,ozon,RU,,Санкт-Петербург и СЗО,1020000918852000,active
ozon_1020000919533000,СЦ_Московское_Блок_2_Возвраты,sorting_center,ozon,RU,,Санкт-Петербург и СЗО,1020000919533000,active
ozon_1020000919550000,СЦ_Московское_Блок_3_Возвраты,sorting_center,ozon,RU,,Санкт-Петербург и СЗО,1020000919550000,active
ozon_1020000919557000,СЦ_Московское_Блок_4_Возвраты,sorting_center,ozon,RU,,Санкт-Петербург и СЗО,1020000919557000,active
ozon_1020000919729000,СЦ_Московское_Блок_5_Возвраты,sorting_center,ozon,RU,,Санкт-Петербург и СЗО,1020000919729000,active
ozon_1020000919742000,СЦ_Московское_Блок_6_Возвраты,sorting_center,ozon,RU,,Санкт-Петербург и СЗО,1020000919742000,active
ozon_1020000919747000,СЦ_Московское_Блок_7_Возвраты,sorting_center,ozon,RU,,Санкт-Петербург и СЗО,1020000919747000,active
ozon_1020000919754000,СЦ_Московское_Блок_8_Возвраты,sorting_center,ozon,RU,,Санкт-Петербург и СЗО,1020000919754000,active
ozon_1020005022986220,СЦ_НЕФТЕКАМСК_АВТОЗАВОДСКАЯ_Возвраты,sorting_center,ozon,RU,,Уфа,1020005022986220,active
ozon_1020005015070590,СЦ_НИЖНИЙ_НОВГОРОД_2_РФЦ_ООП,sorting_center,ozon,RU,,Казань,1020005015070590,active
ozon_1020002542735000,СЦ_НИЖНИЙ_НОВГОРОД_Возвраты,sorting_center,ozon,RU,,Казань,1020002542735000,active
ozon_1020000471824000,СЦ_НИЖНИЙ_НОВГОРОД_ИНДУСТРИАЛЬНАЯ_Возвраты,sorting_center,ozon,RU,,Казань,1020000471824000,active
ozon_1020000978608000,СЦ_НИЖНИЙ_НОВГОРОД_КРАСНЫЙ_ЯКОРЬ_Возвраты,sorting_center,ozon,RU,,Казань,1020000978608000,active
ozon_23927144565000,СЦ_НИЖНИЙ_НОВГОРОД_КУДЬМА_Возвраты,sorting_center,ozon,RU,,Казань,23927144565000,active
ozon_1020005013367870,СЦ_НИЖНИЙ_НОВГОРОД_РФЦ_ООП,sorting_center,ozon,RU,,Казань,1020005013367870,active
ozon_1020001280299000,СЦ_НИЖНИЙ_НОВГОРОД_ТЕПЛИЧНАЯ_Возвраты,sorting_center,ozon,RU,,Казань,1020001280299000,active
ozon_1020005023210230,СЦ_НИЖНИЙ_НОВГОРОД_ХАБ_БЛОК_5_ВОЗВРАТЫ,sorting_center,ozon,RU,,Казань,1020005023210230,active
ozon_1020003194451000,СЦ_НИЖНИЙ_НОВГОРОД_ХАБ_ВОЗВРАТЫ,sorting_center,ozon,RU,,Казань,1020003194451000,active
ozon_1020003182531000,СЦ_НИКОЛЬСКОЕ_Возвраты,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020003182531000,active
ozon_1020001104756000,СЦ_НОВОРИЖСКИЙ_Возвраты,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020001104756000,active
ozon_1020005014209320,СЦ_НОВОРОССИЙСК_МРФЦ_ООП,sorting_center,ozon,RU,,Краснодар,1020005014209320,active
ozon_20547966609000,СЦ_НОВОРОССИЙСК_РАЕВСКАЯ,sorting_center,ozon,RU,,Краснодар,20547966609000,active
ozon_1020005015312760,СЦ_НОВОСИБИРСК_3_РФЦ_ООП,sorting_center,ozon,RU,,Новосибирск,1020005015312760,active
ozon_20547966589000,СЦ_НОВОСИБИРСК_МИРА,sorting_center,ozon,RU,,Новосибирск,20547966589000,active
ozon_16189389810000,СЦ_НОВОСИБИРСК_Петухова,sorting_center,ozon,RU,,Новосибирск,16189389810000,active
ozon_1020005015309170,СЦ_НОВОСИБИРСК_РФЦ_НОВЫЙ_ООП,sorting_center,ozon,RU,,Новосибирск,1020005015309170,active
ozon_1020005023734440,СЦ_НОВОСИБИРСК_СЕВЕРНЫЙ_ВОЗВРАТЫ,sorting_center,ozon,RU,,Новосибирск,1020005023734440,active
ozon_1020005006668600,СЦ_НОВОСИБИРСК_ТСЦ_САДОВЫЙ_Возвраты,sorting_center,ozon,RU,,Новосибирск,1020005006668600,active
ozon_1020005022394030,СЦ_НОГИНСК_РФЦ_НЕГАБАРИТ_ООП,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020005022394030,active
ozon_1020005014348070,СЦ_НОГИНСК_РФЦ_ООП,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020005014348070,active
ozon_1020002495388000,СЦ_Невинномысск_Возвраты,sorting_center,ozon,RU,,Невинномысск,1020002495388000,active
ozon_19607172546000,СЦ_Новая Рига,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",19607172546000,active
ozon_1020001910980000,СЦ_Ногинск_КГТ_возвраты,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020001910980000,active
ozon_1020005017784800,СЦ_ОМСК_АЙВАЗОВСКОГО_БЛОК_2_ВОЗВРАТЫ,sorting_center,ozon,RU,,Омск,1020005017784800,active
ozon_19077291855000,СЦ_ОМСК_БАГНЮКА,sorting_center,ozon,RU,,Омск,19077291855000,active
ozon_1020005015312230,СЦ_ОМСК_РФЦ_ООП,sorting_center,ozon,RU,,Омск,1020005015312230,active
ozon_1020005014152560,СЦ_ОРЕНБУРГ_РФЦ_ВОЗВРАТЫ_ООП,sorting_center,ozon,RU,,Оренбург,1020005014152560,active
ozon_1020002170824000,СЦ_ОРЕНБУРГ_ХАБ_ТИХАЯ_ВОЗВРАТЫ,sorting_center,ozon,RU,,Оренбург,1020002170824000,active
ozon_21705048763000,СЦ_Омск,sorting_center,ozon,RU,,Омск,21705048763000,active
ozon_1020005022513240,СЦ_ПАВЛО_СЛОБОДСКОЕ_РФЦ_НЕГАБАРИТ_ООП,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020005022513240,active
ozon_1020005021721450,СЦ_ПЕРМЬ_ДЕРЕВООБДЕЛОЧНАЯ_ВОЗВРАТЫ,sorting_center,ozon,RU,,Пермь,1020005021721450,active
ozon_16184778465000,СЦ_ПЕРМЬ_НОВЫЙ,sorting_center,ozon,RU,,Пермь,16184778465000,active
ozon_20547966807000,СЦ_ПЕРМЬ_ПРОМЫШЛЕННАЯ,sorting_center,ozon,RU,,Пермь,20547966807000,active
ozon_1020005015191030,СЦ_ПЕРМЬ_РФЦ_ВОЗВРАТЫ_ООП,sorting_center,ozon,RU,,Пермь,1020005015191030,active
ozon_1020005014310600,СЦ_ПЕТРОВСКОЕ_РФЦ_ООП,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020005014310600,active
ozon_1020005022506880,СЦ_ПОРОШКИНО_РФЦ_ООП,sorting_center,ozon,RU,,Санкт-Петербург и СЗО,1020005022506880,active
ozon_1020005013540670,СЦ_ПУШКИНО_1_РФЦ_ООП,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020005013540670,active
ozon_1020005014333700,СЦ_ПУШКИНО_2_РФЦ_ООП,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020005014333700,active
ozon_1020001046616000,СЦ_ПУШКИНО_4_ХАБ,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020001046616000,active
ozon_21704694055000,СЦ_Пермь,sorting_center,ozon,RU,,Пермь,21704694055000,active
ozon_1020005022513100,СЦ_РАДУМЛЯ_РФЦ_НЕГАБАРИТ_ООП,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020005022513100,active
ozon_1020005014724750,СЦ_РОСТОВ-НА-ДОНУ_РФЦ_ООП,sorting_center,ozon,RU,,Ростов,1020005014724750,active
ozon_1020001128993000,СЦ_РОСТОВ-НД_АКСАЙСКАЯ_Возвраты,sorting_center,ozon,RU,,Ростов,1020001128993000,active
ozon_1020003126172000,СЦ_РОСТОВ-НД_ЛОГОПАРК_Возвраты_3.0,sorting_center,ozon,RU,,Ростов,1020003126172000,active
ozon_20547966415000,СЦ_РОСТОВ_НА_ДОНУ,sorting_center,ozon,RU,,Ростов,20547966415000,active
ozon_1020005014723720,СЦ_РОСТОВ_НА_ДОНУ_2_РФЦ_ООП,sorting_center,ozon,RU,,Ростов,1020005014723720,active
ozon_1020003227762000,СЦ_Ростов-НД_Блок_Возвраты,sorting_center,ozon,RU,,Ростов,1020003227762000,active
ozon_23574350860000,СЦ_САЛАРЬЕВО_Возвраты,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",23574350860000,active
ozon_1020000987771000,СЦ_САМАРА_ИНДУСТРИАЛЬНАЯ_Возвраты,sorting_center,ozon,RU,,Самара,1020000987771000,active
ozon_16188829898000,СЦ_САМАРА_Клиническая,sorting_center,ozon,RU,,Самара,16188829898000,active
ozon_1020005015071280,СЦ_САМАРА_РФЦ_ООП,sorting_center,ozon,RU,,Самара,1020005015071280,active
ozon_1020005020552410,СЦ_САМАРА_ЮЖНАЯ_ТСЦ_ООП,sorting_center,ozon,RU,,Самара,1020005020552410,active
ozon_1020005016931470,СЦ_САНКТ-ПЕТЕРБУРГ_РФЦ_ООП,sorting_center,ozon,RU,,Санкт-Петербург и СЗО,1020005016931470,active
ozon_22219745078000,СЦ_САРАТОВ_ПРОМЫШЛЕННАЯ,sorting_center,ozon,RU,,Саратов,22219745078000,active
ozon_1020005015078090,СЦ_САРАТОВ_РФЦ_ООП,sorting_center,ozon,RU,,Саратов,1020005015078090,active
ozon_1020000984914000,СЦ_САРАТОВ_ХУТОР_Возвраты,sorting_center,ozon,RU,,Саратов,1020000984914000,active
ozon_1020002064151000,СЦ_СОЛНЕЧНОГОРСК_Возвраты,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020002064151000,active
ozon_1020005014336380,СЦ_СОФЬИНО_РФЦ_ООП,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020005014336380,active
ozon_20547966822000,СЦ_СПБ_Армада,sorting_center,ozon,RU,,Санкт-Петербург и СЗО,20547966822000,active
ozon_22019797908000,СЦ_СПБ_Троицкий_кроссдокинг,sorting_center,ozon,RU,,Санкт-Петербург и СЗО,22019797908000,active
ozon_20547966798000,СЦ_СПБ_ШУШАРЫ,sorting_center,ozon,RU,,Санкт-Петербург и СЗО,20547966798000,active
ozon_1020002252910000,СЦ_СПБ_Шушары_КГТ_Возвраты,sorting_center,ozon,RU,,Санкт-Петербург и СЗО,1020002252910000,active
ozon_16187533603000,СЦ_СТАВРОПОЛЬ,sorting_center,ozon,RU,,Невинномысск,16187533603000,active
ozon_1020000950023000,СЦ_Ставрополь_Кулакова_Возвраты,sorting_center,ozon,RU,,Невинномысск,1020000950023000,active
ozon_1020001001744000,СЦ_ТВЕРЬ_КОНЯЕВСКАЯ_2_Возвраты,sorting_center,ozon,RU,,Тверь,1020001001744000,active
ozon_1020005016936940,СЦ_ТВЕРЬ_РФЦ_ООП,sorting_center,ozon,RU,,Тверь,1020005016936940,active
ozon_17746132092000,СЦ_ТИМАШЕВСК,sorting_center,ozon,RU,,Краснодар,17746132092000,active
ozon_1020005014163490,СЦ_ТЮМЕНЬ_РФЦ_ВОЗВРАТЫ_ООП,sorting_center,ozon,RU,,Тюмень,1020005014163490,active
ozon_1020003227951000,СЦ_ТЮМЕНЬ_УСПЕНКА_Возвраты,sorting_center,ozon,RU,,Тюмень,1020003227951000,active
ozon_1020005014162340,СЦ_УФА_РФЦ_ВОЗВРАТЫ_ООП,sorting_center,ozon,RU,,Уфа,1020005014162340,active
ozon_1020002590474000,СЦ_ФФ_ПЕРМЬ_КУЛТАЕВО_ВОЗВРАТЫ,sorting_center,ozon,RU,,Пермь,1020002590474000,active
ozon_1020002460098000,СЦ_ФФ_САРАТОВ_ХАБ_ЕЛШАНСКИЙ_ВОЗВРАТЫ,sorting_center,ozon,RU,,Саратов,1020002460098000,active
ozon_1020002513728000,СЦ_ФФ_ЯРОСЛАВЛЬ_ВОЗВРАТЫ,sorting_center,ozon,RU,,Ярославль,1020002513728000,active
ozon_1020005015311730,СЦ_ХАБАРОВСК_2_РФЦ_ООП,sorting_center,ozon,RU,,Дальний Восток,1020005015311730,active
ozon_1020005023385920,СЦ_ХАБАРОВСК_ИНДУСТРИАЛЬНАЯ_ВОЗВРАТЫ,sorting_center,ozon,RU,,Дальний Восток,1020005023385920,active
ozon_20547966481000,СЦ_ХАБАРОВСК_ПУТЕВАЯ,sorting_center,ozon,RU,,Дальний Восток,20547966481000,active
ozon_1020005010381750,СЦ_ХАБАРОВСК_РАКИТНОЕ_ВОЗВРАТЫ,sorting_center,ozon,RU,,Дальний Восток,1020005010381750,active
ozon_1020005022451140,СЦ_ХОРУГВИНО_КГТ_ООП,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020005022451140,active
ozon_1020005014367520,СЦ_ХОРУГВИНО_РФЦ_ООП,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",1020005014367520,active
ozon_1020005016903070,СЦ_ШУШАРЫ_РФЦ_ООП,sorting_center,ozon,RU,,Санкт-Петербург и СЗО,1020005016903070,active
ozon_23920426985000,СЦ_Шушары_Возвраты,sorting_center,ozon,RU,,Санкт-Петербург и СЗО,23920426985000,active
ozon_1020005019399170,СЦ_ЮЖНЫЙ_ОБХОД_ТСЦ_ООП,sorting_center,ozon,RU,,Краснодар,1020005019399170,active
ozon_1020003227761000,СЦ_Южный_Обход_Возвраты,sorting_center,ozon,RU,,Краснодар,1020003227761000,active
ozon_1020005016937610,СЦ_ЯРОСЛАВЛЬ_РФЦ_ООП,sorting_center,ozon,RU,,Ярославль,1020005016937610,active
ozon_1020002080349000,ТВЕРЬ_КОНЯЕВСКАЯ_ФБС,sorting_center,ozon,RU,,Тверь,1020002080349000,active
ozon_1020001775656000,ТВЕРЬ_ТСЦ,sorting_center,ozon,RU,,Тверь,1020001775656000,active
ozon_23552438554000,ТВЕРЬ_ХАБ_БОРОВЛЁВО,sorting_center,ozon,RU,,Тверь,23552438554000,active
ozon_23470817390000,ТВЕРЬ_ХАБ_КГТ,sorting_center,ozon,RU,,Тверь,23470817390000,active
ozon_1020000893884000,ТВЕРЬ_ХАБ_КОНЯЕВСКАЯ_1,sorting_center,ozon,RU,,Тверь,1020000893884000,active
ozon_1020000995840000,ТВЕРЬ_ХАБ_КОНЯЕВСКАЯ_2,sorting_center,ozon,RU,,Тверь,1020000995840000,active
ozon_1020005005496070,ТВЕРЬ_ХАБ_КОНЯЕВСКАЯ_2_ДО,sorting_center,ozon,RU,,Тверь,1020005005496070,active
ozon_1020001556829000,ТВЕРЬ_ХАБ_КОНЯЕВСКАЯ_2_КГТ,sorting_center,ozon,RU,,Тверь,1020001556829000,active
ozon_20547966358000,ТСЦ_ВОРОНЕЖ_ТСЦ,sorting_center,ozon,RU,,Воронеж,20547966358000,active
ozon_20547966647000,ТСЦ_ЕКБ_САДОВЫЙ,sorting_center,ozon,RU,,Екатеринбург,20547966647000,active
ozon_20547966580000,ТСЦ_КАЗАНЬ_АЭРОПОРТ,sorting_center,ozon,RU,,Казань,20547966580000,active
ozon_23851591824000,ТСЦ_МО_ИСТРА,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",23851591824000,active
ozon_20547966537000,ТСЦ_Москва_Пушкино,sorting_center,ozon,RU,,"Москва, МО и Дальние регионы",20547966537000,active
ozon_20547966379000,ТСЦ_НИЖНИЙ_НОВГОРОД,sorting_center,ozon,RU,,Казань,20547966379000,active
ozon_20547966778000,ТСЦ_НСБ,sorting_center,ozon,RU,,Новосибирск,20547966778000,active
ozon_20547966424000,ТСЦ_РОСТОВ_НА_ДОНУ,sorting_center,ozon,RU,,Ростов,20547966424000,active
ozon_20547966400000,ТСЦ_САМАРА,sorting_center,ozon,RU,,Самара,20547966400000,active
ozon_1020003227894000,ТЮМЕНЬ_ХАБ_УСПЕНКА,sorting_center,ozon,RU,,Тюмень,1020003227894000,active
ozon_1020005000694371,ТЮМЕНЬ_ХАБ_УСПЕНКА_БЛОК_2,sorting_center,ozon,RU,,Тюмень,1020005000694371,active
ozon_1020001008722000,ХАБАРОВСК_КГТ,sorting_center,ozon,RU,,Дальний Восток,1020001008722000,active
ozon_1020005000720858,ХАБАРОВСК_РАКИТНОЕ_КГТ,sorting_center,ozon,RU,,Дальний Восток,1020005000720858,active
ozon_1020005009798550,ХАБАРОВСК_СЦ_РАКИТНОЕ,sorting_center,ozon,RU,,Дальний Восток,1020005009798550,active
ozon_1020002042107000,ХАБАРОВСК_ХАБ_ИНДУСТРИАЛЬНАЯ,sorting_center,ozon,RU,,Дальний Восток,1020002042107000,active
ozon_1020003227925000,ХАБАРОВСК_ХАБ_РАКИТНОЕ,sorting_center,ozon,RU,,Дальний Восток,1020003227925000,active
ozon_1020005000813034,ХАБАРОВСК_ХАБ_РАКИТНОЕ_БЛОК_2,sorting_center,ozon,RU,,Дальний Восток,1020005000813034,active
ozon_1020005016545920,ХАБАРОВСК_ХАБ_РАКИТНОЕ_БЛОК_3,sorting_center,ozon,RU,,Дальний Восток,1020005016545920,active
ozon_1020000811274000,ХАБАРОВСК_ХАБ_СУВОРОВА,sorting_center,ozon,RU,,Дальний Восток,1020000811274000,active
ozon_1020001526953000,ЧАПАЕВСК_ТСЦ,sorting_center,ozon,RU,,Самара,1020001526953000,active
ozon_1020003101789000,ЮЖНЫЙ_ОБХОД_ТСЦ,sorting_center,ozon,RU,,Краснодар,1020003101789000,active
ozon_1020003142349000,ЮЖНЫЙ_ОБХОД_ХАБ_БЛОК_1,sorting_center,ozon,RU,,Краснодар,1020003142349000,active
ozon_1020003174459000,ЮЖНЫЙ_ОБХОД_ХАБ_БЛОК_2,sorting_center,ozon,RU,,Краснодар,1020003174459000,active
ozon_1020002513329000,ЯРОСЛАВЛЬ_1_ХАБ,sorting_center,ozon,RU,,Ярославль,1020002513329000,active
ozon_1020002513331000,ЯРОСЛАВЛЬ_2_ХАБ,sorting_center,ozon,RU,,Ярославль,1020002513331000,active
ozon_1020002513368000,ЯРОСЛАВЛЬ_КГТ,sorting_center,ozon,RU,,Ярославль,1020002513368000,active
ozon_1020000268712000,АДЫГЕЙСК_РФЦ_КРОССДОКИНГ,transit_hub,ozon,RU,,Краснодар,1020000268712000,active
ozon_1020005023464120,АРТЕМ_МРФЦ_КРОССДОКИНГ,transit_hub,ozon,RU,,Дальний Восток,1020005023464120,active
ozon_1020001853979000,ВАТУТИНКИ_РФЦ_КРОССДОКИНГ,transit_hub,ozon,RU,,"Москва, МО и Дальние регионы",1020001853979000,active
ozon_1020000310098000,ВОЛГОГРАД_РФЦ_КРОССДОКИНГ,transit_hub,ozon,RU,,Саратов,1020000310098000,active
ozon_1020001007922000,ВОРОНЕЖ_2_РФЦ_КРОССДОКИНГ,transit_hub,ozon,RU,,Воронеж,1020001007922000,active
ozon_23860043883000,ВОРОНЕЖ_РФЦ_Кроссдокинг,transit_hub,ozon,RU,,Воронеж,23860043883000,active
ozon_1020002196551000,ВОРОНЕЖ_РФЦ_НЕГАБАРИТ_КРОССДОКИНГ,transit_hub,ozon,RU,,Воронеж,1020002196551000,active
ozon_1020000435423000,ГРИВНО_РФЦ_КРОССДОКИНГ,transit_hub,ozon,RU,,"Москва, МО и Дальние регионы",1020000435423000,active
ozon_1020000613453000,ДАВЫДОВСКОЕ_РФЦ_НЕГАБАРИТ_КРОССДОКИНГ,transit_hub,ozon,RU,,"Москва, МО и Дальние регионы",1020000613453000,active
ozon_22852896885000,ДАВЫДОВСКОЕ_кроссдокинг,transit_hub,ozon,RU,,"Москва, МО и Дальние регионы",22852896885000,active
ozon_1020001853795000,ДОМОДЕДОВО_РФЦ_КРОССДОКИНГ,transit_hub,ozon,RU,,"Москва, МО и Дальние регионы",1020001853795000,active
ozon_1020001884720000,ЕКАТЕРИНБУРГ_ЛЦ_КРОССДОКИНГ,transit_hub,ozon,RU,,Екатеринбург,1020001884720000,active
ozon_1020002474369000,ЕКАТЕРИНБУРГ_ПЫШМА_РФЦ_НЕГАБАРИТ_КРОССДОКИНГ,transit_hub,ozon,RU,,Екатеринбург,1020002474369000,active
ozon_21957500760000,ЕКАТЕРИНБУРГ_РФЦ_Кроссдокинг,transit_hub,ozon,RU,,Екатеринбург,21957500760000,active
ozon_1020001135261000,ЕКАТЕРИНБУРГ_РФЦ_НЕГАБАРИТ_КРОССДОКИНГ,transit_hub,ozon,RU,,Екатеринбург,1020001135261000,active
ozon_1020002307098000,ЕКАТЕРИНБУРГ_ЧЕРНЯХОВСКОГО_Кроссдокинг,transit_hub,ozon,RU,,Екатеринбург,1020002307098000,active
ozon_1020003227955000,ЕКАТЕРИНБУРГ_ШИНЫ_РФЦ_КРОССДОКИНГ,transit_hub,ozon,RU,,Екатеринбург,1020003227955000,active
ozon_1020000115460000,ЖУКОВСКИЙ_РФЦ_КРОССДОКИНГ,transit_hub,ozon,RU,,"Москва, МО и Дальние регионы",1020000115460000,active
ozon_1020003227969000,ЖУКОВСКИЙ_ШИНЫ_РФЦ_КРОССДОКИНГ,transit_hub,ozon,RU,,"Москва, МО и Дальние регионы",1020003227969000,active
ozon_21957475354000,КАЗАНЬ_РФЦ_Кроссдокинг,transit_hub,ozon,RU,,Казань,21957475354000,active
ozon_1020005006581820,КЕМЕРОВО_РФЦ_КРОССДОКИНГ,transit_hub,ozon,RU,,Новосибирск,1020005006581820,active
ozon_1020002066136000,КЗН_СТОЛБИЩЕ_РФЦ_НЕГАБАРИТ_КРОССДОКИНГ,transit_hub,ozon,RU,,Казань,1020002066136000,active
ozon_1020003111808000,КРАСНОДАР_2_РФЦ_КРОССДОКИНГ,transit_hub,ozon,RU,,Краснодар,1020003111808000,active
ozon_1020002690770000,КРАСНОЯРСК_СТАРЦЕВО_РФЦ_КРОССДОКИНГ,transit_hub,ozon,RU,,Красноярск,1020002690770000,active
ozon_21705001607000,Красноярск_МРФЦ_Кроссдокинг,transit_hub,ozon,RU,,Красноярск,21705001607000,active
ozon_20995730717000,Кросс_Док FBO_PICK_UP,transit_hub,ozon,RU,,"Москва, МО и Дальние регионы",20995730717000,active
ozon_1020003112090000,МАХАЧКАЛА_РФЦ_КРОССДОКИНГ,transit_hub,ozon,RU,,Махачкала,1020003112090000,active
ozon_1020001351249000,НЕВИННОМЫССК_РФЦ_КРОССДОКИНГ,transit_hub,ozon,RU,,Невинномысск,1020001351249000,active
ozon_1020003105440000,НИЖНИЙ_НОВГОРОД_2_РФЦ_КРОССДОКИНГ,transit_hub,ozon,RU,,Казань,1020003105440000,active
ozon_23839637911000,НИЖНИЙ_НОВГОРОД_РФЦ_Кроссдокинг,transit_hub,ozon,RU,,Казань,23839637911000,active
ozon_1020002418177000,НИНО_РФЦ_НЕГАБАРИТ_КРОССДОКИНГ,transit_hub,ozon,RU,,Казань,1020002418177000,active
ozon_21957735428000,НОВАЯ_РИГА_РФЦ_Кроссдокинг,transit_hub,ozon,RU,,"Москва, МО и Дальние регионы",21957735428000,active
ozon_23839618566000,НОВОРОССИЙСК_РФЦ_Кроссдокинг,transit_hub,ozon,RU,,Краснодар,23839618566000,active
ozon_1020005006584080,НОВОСИБИРСК_3_РФЦ_КРОССДОКИНГ,transit_hub,ozon,RU,,Новосибирск,1020005006584080,active
ozon_21957447472000,НОВОСИБИРСК_РФЦ_Кроссдокинг,transit_hub,ozon,RU,,Новосибирск,21957447472000,active
ozon_1020002418102000,НОВОСИБИРСК_РФЦ_НЕГАБАРИТ_КРОССДОКИНГ,transit_hub,ozon,RU,,Новосибирск,1020002418102000,active
ozon_1020000759303000,НОГИНСК_РФЦ_КРОССДОКИНГ,transit_hub,ozon,RU,,"Москва, МО и Дальние регионы",1020000759303000,active
